invoiceId,businessId,payerId,montoFactura,relationDays,relationRecurrence,issuerInvoicesAmount,issuerCancelledInvoices,diasActividadPagador,Clients12Months,mora,facturaMorosa,montoFacturaWsz,issuerInvoicesAmountWsz,Clients12MonthsWsz,payerNroFactMorosas,payerNroFacturas,payerAmountFacturas,payerDiasMora,payerRatioMorosidad,payerAvgAmountFacturas,payerAvgDiasMora,payerDesvAmount,businessNroFactMorosas,businessNroFacturas,businessDiasMora,businessRatioMororsidad,businessAvgDiasMora
2577,1343,3708,4779,2998856,141.0,11.666666666666666,52324234,0.023704,10437.0,1,-21.0,0,2998856.0,52324234.0,1.0,0,0,0.0,0.0,0.0,0,0.0,2998856.0,0,0,0.0,0.0,0.0
2355,4791,3708,4779,15044864,211.0,11.052631578947368,94677164,0.02521,10507.0,1,-35.0,0,15044864.0,94677164.0,1.0,0,1,2998856.0,-21.0,0.0,2998856,-21.0,12046008.0,0,1,-21.0,0.0,-21.0
2704,7543,3708,4779,4153100,259.0,10.36,127567538,0.019454,10555.0,1,-25.0,0,4153100.0,127567538.0,1.0,0,2,18043720.0,-56.0,0.0,9021860,-28.0,-4868760.0,0,2,-56.0,0.0,-28.0
1693,11304,3708,4779,1065050,322.0,11.5,161182509,0.015116,10618.0,1,-31.0,0,1065050.0,161182509.0,1.0,0,3,22196820.0,-81.0,0.0,7398940,-27.0,-6333890.0,0,3,-81.0,0.0,-27.0
272,13732,3708,4779,9718710,357.0,11.516129032258064,189097486,0.01352,10653.0,1,-32.0,0,9718710.0,189097486.0,1.0,1,9,74537012.04999998,-75.0,0.1111111111111111,8281890,-8.333333333333334,1436820.0,0,4,-112.0,0.0,-28.0
342,2161,3709,5339,2767616,188.0,22.875,2767616,0.0,7545.0,4,4.0,1,2767616.0,2767616.0,4.0,0,1,1981350.0,-25.0,0.0,1981350,-25.0,786266.0,0,0,0.0,0.0,0.0
457,4204,3716,349,131733,2.0,80.0,1009953,0.107089,10500.0,94,-8.0,0,131733.0,1009953.0,94.0,0,0,0.0,0.0,0.0,0,0.0,131733.0,0,0,0.0,0.0,0.0
183,4670,3716,343,332367,14.0,80.0,1342320,0.096993,10519.0,104,-6.0,0,332367.0,1342320.0,104.0,0,0,0.0,0.0,0.0,0,0.0,332367.0,0,1,-8.0,0.0,-8.0
1293,10805,3720,4050,941937,252.0,27.11111111111111,1703899,0.0,365.0,81,-1.0,0,941937.0,1703899.0,81.0,0,0,0.0,0.0,0.0,0,0.0,941937.0,0,0,0.0,0.0,0.0
483,9747,3722,639,1785000,211.0,18.818181818181817,4105500,0.034392,5046.0,5,157.0,1,1785000.0,4105500.0,5.0,0,0,0.0,0.0,0.0,0,0.0,1785000.0,0,0,0.0,0.0,0.0
739,11699,3722,639,3570000,242.0,18.53846153846154,11781000,0.029694,5077.0,5,333.0,1,3570000.0,11781000.0,5.0,1,1,1785000.0,157.0,1.0,1785000,157.0,1785000.0,1,1,157.0,1.0,157.0
1588,12291,3722,4316,5950000,0.0,80.0,18266500,0.029694,365.0,6,7.0,1,5950000.0,18266500.0,6.0,0,0,0.0,0.0,0.0,0,0.0,5950000.0,2,2,490.0,1.0,245.0
1301,18857,3728,4411,1785000,55.0,9.166666666666666,14637000,0.0,365.0,2,-10.0,0,1785000.0,14637000.0,2.0,0,0,0.0,0.0,0.0,0,0.0,1785000.0,0,0,0.0,0.0,0.0
2641,792,3729,4904,1365326,243.0,10.391304347826088,39268474,0.01864,10426.0,1,0.0,0,1365326.0,39268474.0,1.0,0,5,16093238.0,-26.0,0.0,3218647,-5.2,-1853321.0,0,0,0.0,0.0,0.0
1417,5665,3729,4904,123364,355.0,11.0,45527203,0.016119,10538.0,1,-8.0,0,123364.0,45527203.0,1.0,24,72,335701331.09999996,-158.0,0.3333333333333333,4662518,-2.1944444444444446,-4539154.0,0,1,0.0,0.0,0.0
67,16619,3729,4904,3986496,520.0,9.923076923076923,79104323,0.007854,10703.0,2,-5.0,0,3986496.0,79104323.0,2.0,30,175,722847694.15,-454.0,0.17142857142857143,4130558,-2.5942857142857143,-144062.0,0,2,-8.0,0.0,-4.0
2661,1053,3732,4357,3448620,246.0,11.571428571428571,422216598,0.159524,7692.0,93,0.0,0,3448620.0,422216598.0,93.0,0,5,14463227.0,-10.0,0.0,2892645,-2.0,555975.0,0,0,0.0,0.0,0.0
1548,3156,3732,4357,17076500,282.0,12.681818181818182,472695913,0.155631,7728.0,106,0.0,0,17076500.0,472695913.0,106.0,0,6,17911847.0,-10.0,0.0,2985307,-1.6666666666666667,14091193.0,0,1,0.0,0.0,0.0
2334,18013,3732,4357,4961705,539.0,12.738095238095235,763465964,0.185317,7985.0,182,0.0,0,4961705.0,763465964.0,161.09999999999943,2,24,112370867.0,-53.0,0.08333333333333333,4682119,-2.2083333333333335,279586.0,0,2,0.0,0.0,0.0
185,675,3733,1255,193375,391.0,13.928571428571429,123582927,0.007453,5930.0,5,1.0,1,193375.0,123582927.0,5.0,9,10,20520406.0,478.0,0.9,2052040,47.8,-1858665.0,0,0,0.0,0.0,0.0
2101,7347,3735,4711,290360,174.0,5.4375,5091058,0.063405,10553.0,15,457.0,1,290360.0,5091058.0,15.0,0,0,0.0,0.0,0.0,0,0.0,290360.0,0,0,0.0,0.0,0.0
336,8612,3735,4711,220150,196.0,5.705882352941177,7863996,0.091303,10575.0,17,392.0,1,220150.0,7863996.0,17.0,1,1,290360.0,457.0,1.0,290360,457.0,-70210.0,1,1,457.0,1.0,457.0
2847,14051,3741,4753,1882989,187.0,18.7,5543036,0.026891,10658.0,30,-2.0,0,1882989.0,5543036.0,30.0,0,0,0.0,0.0,0.0,0,0.0,1882989.0,0,0,0.0,0.0,0.0
1385,11865,3743,865,1365525,92.0,6.066666666666666,2491146,0.138562,4218.0,6,357.0,1,1365525.0,2491146.0,6.0,0,0,0.0,0.0,0.0,0,0.0,1365525.0,0,0,0.0,0.0,0.0
1756,13586,3744,546,6069000,121.0,17.666666666666668,9109450,0.080328,10681.0,76,32.0,1,6069000.0,9109450.0,76.0,0,0,0.0,0.0,0.0,0,0.0,6069000.0,0,0,0.0,0.0,0.0
2761,17739,3744,4947,12376000,105.0,9.363636363636363,21485450,0.047174,10737.0,101,-14.0,0,12376000.0,21485450.0,101.0,1,3,2916294.0,-2.0,0.3333333333333333,972098,-0.6666666666666666,11403902.0,1,1,32.0,1.0,32.0
959,3257,3746,3093,8330000,49.0,16.333333333333332,16660000,0.046003,923.0,4,299.0,1,8330000.0,16660000.0,4.0,0,0,0.0,0.0,0.0,0,0.0,8330000.0,0,0,0.0,0.0,0.0
1384,19076,3749,4829,283772,390.0,63.0,10948524,0.050469,10762.0,22,-4.0,0,283772.0,10948524.0,22.0,4,42,392505283.15,-460.0,0.09523809523809523,9345363,-10.952380952380953,-9061591.0,0,0,0.0,0.0,0.0
2092,11698,3750,2548,3034500,168.0,6.0,60649540,0.055904,5434.0,72,-32.0,0,3034500.0,60649540.0,72.0,0,0,0.0,0.0,0.0,0,0.0,3034500.0,0,0,0.0,0.0,0.0
2917,13337,3750,4693,466480,9.0,80.0,93787470,0.048298,12111.0,76,-1.0,0,466480.0,93787470.0,76.0,9,58,429795188.0,-227.0,0.15517241379310345,7410261,-3.913793103448276,-6943781.0,0,1,-32.0,0.0,-32.0
896,13879,3750,2548,7586250,200.0,5.5,93320990,0.048298,5466.0,76,28.0,1,7586250.0,93320990.0,76.0,0,1,3034500.0,-32.0,0.0,3034500,-32.0,4551750.0,0,2,-33.0,0.0,-16.5
376,16693,3750,2548,3034500,248.0,5.212765957446808,134652070,0.040741,5514.0,75,-10.0,0,3034500.0,134652070.0,75.0,1,2,10620750.0,-4.0,0.5,5310375,-2.0,-2275875.0,1,3,-5.0,0.3333333333333333,-1.6666666666666667
2313,18693,3754,4904,3000000,2.0,80.0,3000000,0.316766,10744.0,5,0.0,0,3000000.0,3000000.0,5.0,33,200,796298234.15,-521.0,0.165,3981491,-2.605,-981491.0,0,0,0.0,0.0,0.0
551,19805,3756,2085,20075300,121.0,24.2,48635300,0.045913,2101.0,31,24.0,1,20075300.0,48635300.0,31.0,0,0,0.0,0.0,0.0,0,0.0,20075300.0,0,0,0.0,0.0,0.0
2609,15216,3759,4469,5117000,1.0,80.0,5117000,0.464756,6994.0,9,319.0,1,5117000.0,5117000.0,9.0,0,0,0.0,0.0,0.0,0,0.0,5117000.0,0,0,0.0,0.0,0.0
709,16830,3764,5012,9383150,0.0,80.0,9383150,0.0,10703.0,7,0.0,0,9383150.0,9383150.0,7.0,0,3,6575353.0,0.0,0.0,2191784,0.0,7191366.0,0,0,0.0,0.0,0.0
1434,18092,3764,5012,14452550,31.0,28.0,23835700,0.0,10734.0,7,0.0,0,14452550.0,23835700.0,7.0,0,5,29708926.0,0.0,0.0,5941785,0.0,8510765.0,0,1,0.0,0.0,0.0
1018,1885,3770,4773,9223583,5.0,80.0,11068300,0.0,10447.0,3,0.0,0,9223583.0,11068300.0,3.0,2,6,17647713.0,-24.0,0.3333333333333333,2941285,-4.0,6282298.0,0,0,0.0,0.0,0.0
1959,12149,3771,4368,3895465,103.0,54.0,0,0.0,7809.0,7,70.0,1,3895465.0,0.0,7.0,0,0,0.0,0.0,0.0,0,0.0,3895465.0,0,0,0.0,0.0,0.0
556,2228,3773,4888,59500,153.0,12.75,7175700,0.170612,10455.0,13,-20.0,0,59500.0,7175700.0,13.0,0,0,0.0,0.0,0.0,0,0.0,59500.0,0,0,0.0,0.0,0.0
48,4069,3773,4888,71400,195.0,12.933333333333334,12328400,0.131129,10497.0,16,0.0,0,71400.0,12328400.0,16.0,0,1,59500.0,-20.0,0.0,59500,-20.0,11900.0,0,1,-20.0,0.0,-20.0
918,7148,3773,1019,295120,93.0,18.6,21132020,0.113783,3773.0,18,10.0,1,295120.0,21132020.0,18.0,1,2,52720794.04999998,0.0,0.5,26360397,0.0,-26065277.0,0,2,-20.0,0.0,-10.0
503,10159,3773,4888,464100,296.0,11.84,26980870,0.150731,10598.0,18,-12.0,0,464100.0,26980870.0,18.0,0,2,130900.0,-20.0,0.0,65450,-10.0,398650.0,1,3,-10.0,0.3333333333333333,-3.3333333333333335
175,11017,3773,4888,166600,313.0,10.79310344827586,28226800,0.145115,10615.0,18,-21.0,0,166600.0,28226800.0,18.0,0,3,595000.0,-32.0,0.0,198333,-10.666666666666666,-31733.0,1,4,-22.0,0.25,-5.5
2081,2748,3775,4824,2888080,308.0,14.0,103111303,0.135277,10468.0,6,52.0,1,2888080.0,103111303.0,6.0,9,10,76629592.0,220.0,0.9,7662959,22.0,-4774879.0,0,0,0.0,0.0,0.0
2071,6634,3780,5339,3369249,274.0,27.3,10211771,0.0,7632.0,1,-3.0,0,3369249.0,10211771.0,1.0,8,13,56928466.0,54.0,0.6153846153846154,4379112,4.153846153846154,-1009863.0,0,0,0.0,0.0,0.0
1629,2233,3784,4856,1816207,90.0,27.0,16159406,0.0,10464.0,5,-4.0,0,1816207.0,16159406.0,5.0,0,2,58417459.0,-11.0,0.0,29208729,-5.5,-27392522.0,0,0,0.0,0.0,0.0
2150,12735,3784,4664,571300,270.0,33.125,64644061,0.0,10643.0,6,1.0,1,571300.0,64644061.0,6.0,3,11,90385109.0,0.0,0.2727272727272727,8216828,0.0,-7645528.0,0,1,-4.0,0.0,-4.0
1917,16712,3784,4693,947107,286.0,28.1,75325917,0.0,12159.0,5,-5.0,0,947107.0,75325917.0,5.0,11,80,482734465.0,-597.0,0.1375,6034180,-7.4625,-5087073.0,1,2,-3.0,0.5,-1.5
2707,7733,3785,2103,3050000,15.0,15.0,10750000,0.0,2060.0,18,17.0,1,3050000.0,10750000.0,18.0,0,0,0.0,0.0,0.0,0,0.0,3050000.0,0,0,0.0,0.0,0.0
1586,16298,3788,1818,3213000,144.0,69.5,20760097,0.0,2396.0,7,0.0,0,3213000.0,20760097.0,7.0,0,0,0.0,0.0,0.0,0,0.0,3213000.0,0,0,0.0,0.0,0.0
666,7452,3789,4904,1877254,343.0,21.125,27626796,0.000417,10554.0,3,0.0,0,1877254.0,27626796.0,3.0,24,81,373698983.09999996,-210.0,0.2962962962962963,4613567,-2.5925925925925926,-2736313.0,0,0,0.0,0.0,0.0
2345,14518,3789,4904,564792,457.0,18.16,46189931,0.000253,10668.0,1,-5.0,0,564792.0,46189931.0,1.0,29,147,628110086.0999999,-330.0,0.19727891156462585,4272857,-2.2448979591836733,-3708065.0,0,1,0.0,0.0,0.0
937,15908,3789,4904,139363,481.0,17.071428571428573,53247821,0.00022,10692.0,1,-7.0,0,139363.0,53247821.0,1.0,30,165,707122579.15,-399.0,0.18181818181818182,4285591,-2.418181818181818,-4146228.0,0,2,-5.0,0.0,-2.5
1169,1562,3793,4603,18699363,270.0,45.0,30292938,0.075314,9016.0,119,0.0,0,18699363.0,30292938.0,119.0,0,1,18921000.0,0.0,0.0,18921000,0.0,-221637.0,0,0,0.0,0.0,0.0
2559,9495,3795,4904,151725,432.0,27.0,36875839,0.0,10588.0,1,-5.0,0,151725.0,36875839.0,1.0,25,97,433006626.09999996,-66.0,0.25773195876288657,4463985,-0.6804123711340206,-4312260.0,0,0,0.0,0.0,0.0
485,718,3796,2557,838593,183.0,11.4375,180292920,0.0,5227.0,5,0.0,0,838593.0,180292920.0,5.0,1,1,3801467.0,1.0,1.0,3801467,1.0,-2962874.0,0,0,0.0,0.0,0.0
1139,4812,3796,2557,5463779,269.0,10.346153846153848,264298455,0.0,5313.0,2,-8.0,0,5463779.0,264298455.0,2.0,1,2,4640060.0,1.0,0.5,2320030,0.5,3143749.0,0,1,0.0,0.0,0.0
1533,10948,3796,2557,2056082,377.0,9.842105263157896,422384982,0.0,5421.0,2,-7.0,0,2056082.0,422384982.0,2.0,1,5,13721188.0,-28.0,0.2,2744237,-5.6,-688155.0,0,2,-8.0,0.0,-4.0
560,11347,3796,2557,9517810,381.0,9.76923076923077,436306030,0.0,5425.0,2,3.0,1,9517810.0,436306030.0,2.0,1,6,15777270.0,-35.0,0.16666666666666666,2629545,-5.833333333333333,6888265.0,0,3,-15.0,0.0,-5.0
2551,12707,3796,2557,1942556,400.0,9.523809523809524,468714633,0.0,5444.0,2,-10.0,0,1942556.0,468714633.0,2.0,3,9,60973410.0,-53.0,0.3333333333333333,6774823,-5.888888888888889,-4832267.0,1,4,-12.0,0.25,-3.0
1014,13714,3796,2557,7138358,415.0,9.431818181818182,498935913,0.0,5459.0,2,-14.0,0,7138358.0,498935913.0,2.0,3,10,62915966.0,-63.0,0.3,6291596,-6.3,846762.0,1,5,-22.0,0.2,-4.4
405,16220,3796,2557,7138358,450.0,8.823529411764707,582259334,0.0,5494.0,2,-14.0,0,7138358.0,582259334.0,2.0,3,11,70054324.0,-77.0,0.2727272727272727,6368574,-7.0,769784.0,1,6,-36.0,0.16666666666666666,-6.0
53,17667,3796,2557,5134612,484.0,8.962962962962964,624561030,0.0,5528.0,2,1.0,1,5134612.0,624561030.0,2.0,3,12,77192682.0,-91.0,0.25,6432723,-7.583333333333333,-1298111.0,1,7,-50.0,0.14285714285714285,-7.142857142857143
2648,17345,3797,5391,8823036,22.0,11.0,8823036,0.025569,6935.0,7,250.0,1,8823036.0,8823036.0,7.0,0,0,0.0,0.0,0.0,0,0.0,8823036.0,0,0,0.0,0.0,0.0
2754,19111,3797,5391,2199080,58.0,9.5,16459031,0.016872,6971.0,7,7.0,1,2199080.0,16459031.0,7.0,1,1,8823036.0,250.0,1.0,8823036,250.0,-6623956.0,1,1,250.0,1.0,250.0
2229,3274,3799,4824,3695481,216.0,10.75,29972328,0.083928,10478.0,5,33.0,1,3695481.0,29972328.0,5.0,12,13,92771755.0,307.0,0.9230769230769231,7136288,23.615384615384617,-3440807.0,0,0,0.0,0.0,0.0
1666,6214,3799,4824,8770300,276.0,10.074074074074074,47155956,0.159909,10538.0,5,193.0,1,8770300.0,47155956.0,5.0,23,27,186264244.0,3599.0,0.8518518518518519,6898675,133.2962962962963,1871625.0,1,1,33.0,1.0,33.0
2370,18072,3802,921,428400,395.0,9.404761904761903,164072640,0.069321,4204.0,16,0.0,0,428400.0,164072640.0,16.0,0,0,0.0,0.0,0.0,0,0.0,428400.0,0,0,0.0,0.0,0.0
2213,19613,3802,921,2261000,428.0,9.195652173913045,193250512,0.06689,4237.0,16,-17.0,0,2261000.0,193250512.0,16.0,0,1,428400.0,0.0,0.0,428400,0.0,1832600.0,0,1,0.0,0.0,0.0
2221,51,3808,5333,384418,277.0,9.2,21108938,0.171279,7593.0,901,55.0,1,384418.0,21108938.0,161.09999999999943,0,0,0.0,0.0,0.0,0,0.0,384418.0,0,0,0.0,0.0,0.0
359,10279,3809,2203,350000,260.0,253.0,2350000,0.064762,1960.0,12,393.0,1,350000.0,2350000.0,12.0,0,0,0.0,0.0,0.0,0,0.0,350000.0,0,0,0.0,0.0,0.0
1206,410,3814,5110,1428000,65.0,30.0,2856000,0.074571,10413.0,4,-24.0,0,1428000.0,2856000.0,4.0,0,0,0.0,0.0,0.0,0,0.0,1428000.0,0,0,0.0,0.0,0.0
1525,2958,3814,5110,1428000,123.0,30.5,5712000,0.062202,10471.0,4,7.0,1,1428000.0,5712000.0,4.0,0,1,1428000.0,-24.0,0.0,1428000,-24.0,0.0,0,1,-24.0,0.0,-24.0
2148,7954,3814,5110,1428000,214.0,30.428571428571427,9996000,0.049809,10562.0,4,258.0,1,1428000.0,9996000.0,4.0,1,2,2856000.0,-17.0,0.5,1428000,-8.5,0.0,1,2,-17.0,0.5,-8.5
238,11782,3814,5110,1428000,277.0,30.666666666666668,12852000,0.043969,10625.0,4,312.0,1,1428000.0,12852000.0,4.0,2,3,4284000.0,241.0,0.6666666666666666,1428000,80.33333333333333,0.0,2,3,241.0,0.6666666666666666,80.33333333333333
453,18940,3815,4586,3570000,216.0,12.0,35699997,0.0,9664.0,2,-14.0,0,3570000.0,35699997.0,2.0,0,0,0.0,0.0,0.0,0,0.0,3570000.0,0,0,0.0,0.0,0.0
1690,17229,3818,5349,767312,446.0,24.72222222222222,16541402,0.0,7663.0,1,-14.0,0,767312.0,16541402.0,1.0,0,0,0.0,0.0,0.0,0,0.0,767312.0,0,0,0.0,0.0,0.0
864,18774,3818,5349,831514,477.0,23.85,24156017,0.0,7694.0,1,-10.0,0,831514.0,24156017.0,1.0,0,1,767312.0,-14.0,0.0,767312,-14.0,64202.0,0,1,-14.0,0.0,-14.0
812,832,3819,4560,2081627,181.0,28.83333333333333,2081627,0.020791,9884.0,47,2.0,1,2081627.0,2081627.0,47.0,0,0,0.0,0.0,0.0,0,0.0,2081627.0,0,0,0.0,0.0,0.0
1395,6418,3825,3707,6494782,199.0,39.8,9707437,0.327459,553.0,41,37.0,1,6494782.0,9707437.0,41.0,0,0,0.0,0.0,0.0,0,0.0,6494782.0,0,0,0.0,0.0,0.0
362,10005,3825,1371,833428,204.0,15.461538461538462,43253251,0.322601,3089.0,43,-11.0,0,833428.0,43253251.0,43.0,0,0,0.0,0.0,0.0,0,0.0,833428.0,1,1,37.0,1.0,37.0
1638,14981,3825,1371,700137,278.0,16.294117647058822,56680546,0.288848,3163.0,45,-2.0,0,700137.0,56680546.0,45.0,0,1,833428.0,-11.0,0.0,833428,-11.0,-133291.0,1,2,26.0,0.5,13.0
2610,12349,3835,1014,1823495,7.0,80.0,18673647,0.0,3877.0,2,-43.0,0,1823495.0,18673647.0,2.0,0,0,0.0,0.0,0.0,0,0.0,1823495.0,0,0,0.0,0.0,0.0
787,14759,3839,964,2726298,14.0,80.0,2726298,0.01272,4035.0,11,82.0,1,2726298.0,2726298.0,11.0,4,6,47126976.0,214.0,0.6666666666666666,7854496,35.666666666666664,-5128198.0,0,0,0.0,0.0,0.0
121,2602,3848,4557,5814067,272.0,67.75,17644669,0.164417,10020.0,4,-5.0,0,5814067.0,17644669.0,4.0,1,12,20523455.0,-65.0,0.08333333333333333,1710287,-5.416666666666667,4103780.0,0,0,0.0,0.0,0.0
2113,4416,3848,4557,1270825,311.0,51.333333333333336,22727968,0.122319,10059.0,6,3.0,1,1270825.0,22727968.0,6.0,5,22,51622534.0,-77.0,0.22727272727272727,2346478,-3.5,-1075653.0,0,1,-5.0,0.0,-5.0
1732,7639,3848,4557,2261000,368.0,45.875,27530618,0.09559,10116.0,7,1.0,1,2261000.0,27530618.0,7.0,7,31,70659686.0,-96.0,0.22580645161290322,2279344,-3.096774193548387,-18344.0,1,2,-2.0,0.5,-1.0
1158,17748,3848,4557,4718588,532.0,35.4,46279740,0.067764,10280.0,7,0.0,0,4718588.0,46279740.0,7.0,8,56,133069014.0,-371.0,0.14285714285714285,2376232,-6.625,2342356.0,2,3,-1.0,0.6666666666666666,-0.3333333333333333
925,18403,3848,4557,1769471,559.0,30.33333333333333,51588153,0.061534,10307.0,7,-5.0,0,1769471.0,51588153.0,7.0,8,59,157469045.0,-406.0,0.13559322033898305,2668966,-6.88135593220339,-899495.0,2,4,-1.0,0.5,-0.25
2752,14964,3855,345,89874750,0.0,80.0,89874750,0.703776,10671.0,14,-8.0,0,43578160.04999998,89874750.0,14.0,0,0,0.0,0.0,0.0,0,0.0,43578160.04999998,0,0,0.0,0.0,0.0
1895,16596,3856,4760,349929,469.0,1.8911290322580645,303034773,0.075658,10727.0,29,-1.0,0,349929.0,303034773.0,29.0,11,64,453442604.09999996,119.0,0.171875,7085040,1.859375,-6735111.0,0,0,0.0,0.0,0.0
603,12852,3859,1375,4248300,4.0,80.0,19123300,0.0,3128.0,12,312.0,1,4248300.0,19123300.0,12.0,0,0,0.0,0.0,0.0,0,0.0,4248300.0,0,0,0.0,0.0,0.0
1974,14437,3862,5045,2513042,76.0,10.142857142857142,2513042,0.0,10664.0,2,25.0,1,2513042.0,2513042.0,2.0,2,2,38026157.0,134.0,1.0,19013078,67.0,-16500036.0,0,0,0.0,0.0,0.0
488,6905,3871,4551,27267660,1.0,80.0,62268440,0.002388,10312.0,4,0.0,0,27267660.0,62268440.0,4.0,2,17,158054290.04999998,-162.0,0.11764705882352941,9297311,-9.529411764705882,17970349.0,0,0,0.0,0.0,0.0
1292,12878,3871,5313,2669408,179.0,28.166666666666668,64937848,0.002,8013.0,4,-17.0,0,2669408.0,64937848.0,4.0,0,0,0.0,0.0,0.0,0,0.0,2669408.0,0,1,0.0,0.0,0.0
898,1331,3872,5019,565250,91.0,15.166666666666666,565250,0.144609,10436.0,24,-7.0,0,565250.0,565250.0,24.0,0,0,0.0,0.0,0.0,0,0.0,565250.0,0,0,0.0,0.0,0.0
2038,2525,3872,5019,761600,117.0,9.75,2891700,0.157864,10462.0,24,3.0,1,761600.0,2891700.0,24.0,0,1,565250.0,-7.0,0.0,565250,-7.0,196350.0,0,1,-7.0,0.0,-7.0
1030,3177,3872,5019,214200,130.0,8.666666666666666,3879400,0.155926,10475.0,24,-4.0,0,214200.0,3879400.0,24.0,1,2,1326850.0,-4.0,0.5,663425,-2.0,-449225.0,1,2,-4.0,0.5,-2.0
2291,3753,3872,5019,357000,144.0,8.0,4890900,0.153186,10489.0,24,-4.0,0,357000.0,4890900.0,24.0,1,3,1541050.0,-8.0,0.3333333333333333,513683,-2.6666666666666665,-156683.0,1,3,-8.0,0.3333333333333333,-2.6666666666666665
2548,4674,3872,5019,844900,160.0,6.666666666666667,7604100,0.161333,10505.0,25,-2.0,0,844900.0,7604100.0,25.0,1,4,1898050.0,-12.0,0.25,474512,-3.0,370388.0,1,4,-12.0,0.25,-3.0
2337,7401,3872,5019,2082500,209.0,5.621621621621622,21669900,0.275269,10554.0,24,-1.0,0,2082500.0,21669900.0,24.0,1,5,2742950.0,-14.0,0.2,548590,-2.8,1533910.0,1,5,-14.0,0.2,-2.8
2861,9960,3872,5019,1190000,250.0,5.319148936170213,29702400,0.27809,10595.0,19,-8.0,0,1190000.0,29702400.0,19.0,1,6,4825450.0,-15.0,0.16666666666666666,804241,-2.5,385759.0,1,6,-15.0,0.16666666666666666,-2.5
2155,12146,3872,5019,178500,285.0,4.75,33688900,0.268514,10630.0,13,-14.0,0,178500.0,33688900.0,13.0,1,7,6015450.0,-23.0,0.14285714285714285,859350,-3.2857142857142856,-680850.0,1,7,-23.0,0.14285714285714285,-3.2857142857142856
2356,12414,3872,5019,95200,291.0,4.546875,34057800,0.267259,10636.0,13,43.0,1,95200.0,34057800.0,13.0,1,8,6193950.0,-37.0,0.125,774243,-4.625,-679043.0,1,8,-37.0,0.125,-4.625
255,13071,3872,5019,267750,299.0,4.397058823529412,36533000,0.254456,10644.0,15,-14.0,0,267750.0,36533000.0,15.0,2,9,6289150.0,6.0,0.2222222222222222,698794,0.6666666666666666,-431044.0,2,9,6.0,0.2222222222222222,0.6666666666666666
2945,13422,3872,5019,476000,308.0,4.277777777777778,43084220,0.251033,10653.0,15,-16.0,0,476000.0,43084220.0,15.0,2,10,6556900.0,-8.0,0.2,655690,-0.8,-179690.0,2,10,-8.0,0.2,-0.8
1426,14579,3872,1837,1921656,23.0,22.0,48099876,0.237817,2519.0,17,261.0,1,1921656.0,48099876.0,17.0,0,0,0.0,0.0,0.0,0,0.0,1921656.0,2,11,-24.0,0.18181818181818182,-2.1818181818181817
1711,7592,3873,1146,4777850,3.0,80.0,4777850,0.0,3456.0,2,-7.0,0,4777850.0,4777850.0,2.0,0,0,0.0,0.0,0.0,0,0.0,4777850.0,0,0,0.0,0.0,0.0
2106,17137,3874,5245,16090167,188.0,36.6,16090167,0.119795,9308.0,2,23.0,1,16090167.0,16090167.0,2.0,1,1,43578160.04999998,16.0,1.0,43578160,16.0,-27487993.0,0,0,0.0,0.0,0.0
1896,18052,3877,4328,714000,56.0,23.0,10533531,0.031662,365.0,21,25.0,1,714000.0,10533531.0,21.0,0,0,0.0,0.0,0.0,0,0.0,714000.0,0,0,0.0,0.0,0.0
2368,18638,3877,4495,11215691,20.0,6.666666666666667,21749222,0.031566,10743.0,21,245.0,1,11215691.0,21749222.0,21.0,0,0,0.0,0.0,0.0,0,0.0,11215691.0,1,1,25.0,1.0,25.0
2233,2497,3879,4693,5001463,200.0,15.0,83089395,0.126087,11922.0,9,-5.0,0,5001463.0,83089395.0,9.0,0,10,78136274.0,-112.0,0.0,7813627,-11.2,-2812164.0,0,0,0.0,0.0,0.0
2405,9265,3886,4824,737800,258.0,26.22222222222222,737800,0.051009,10583.0,99,38.0,1,737800.0,737800.0,99.0,30,34,267674178.0,6082.0,0.8823529411764706,7872769,178.88235294117646,-7134969.0,0,0,0.0,0.0,0.0
1534,11814,3887,286,23754780,79.0,15.8,73420561,0.347547,7988.0,52,-11.0,0,23754780.0,73420561.0,52.0,0,0,0.0,0.0,0.0,0,0.0,23754780.0,0,0,0.0,0.0,0.0
847,13270,3887,286,29066940,101.0,16.833333333333332,102487501,0.343931,8010.0,53,10.0,1,29066940.0,102487501.0,53.0,0,1,23754780.0,-11.0,0.0,23754780,-11.0,5312160.0,0,1,-11.0,0.0,-11.0
2067,2255,3892,4904,186830,232.0,10.545454545454543,43066260,0.190584,10456.0,1,0.0,0,186830.0,43066260.0,1.0,3,23,63096461.0,-37.0,0.13043478260869565,2743324,-1.608695652173913,-2556494.0,0,0,0.0,0.0,0.0
1072,4440,3892,4904,376436,279.0,11.04,53113032,0.160585,10503.0,2,1.0,1,376436.0,53113032.0,2.0,13,48,242477192.04999998,-85.0,0.2708333333333333,5051608,-1.7708333333333333,-4675172.0,0,1,0.0,0.0,0.0
2369,12558,3892,4904,4700867,413.0,11.771428571428572,78759380,0.123712,10637.0,2,0.0,0,4700867.0,78759380.0,2.0,27,128,525059737.09999996,-191.0,0.2109375,4102029,-1.4921875,598838.0,1,2,1.0,0.5,0.5
